0,0,44.9893,30.6524,34.6995,42.818,0.293742,0.200134,0.226558,0.279565
0,0,43.2426,34.4328,34.253,25.9912,0.313535,0.249659,0.248354,0.188452
0,0,35.0791,30.8924,25.1493,48.9119,0.250507,0.220608,0.179596,0.349289
0,0,34.5106,20.5666,21.117,24.3933,0.34309,0.204465,0.209937,0.242508
0,0,42.674,27.6397,31.1787,40.7972,0.299909,0.19425,0.219121,0.28672
0,0,55.609,22.6518,30.458,46.6534,0.357908,0.145791,0.196032,0.300268
0,0,33.6523,30.0036,53.4431,33.1756,0.223939,0.199658,0.355636,0.220767
0,0,32.5715,54.9686,30.7782,35.0481,0.212377,0.358414,0.200684,0.228525
0,0,50.4053,35.9474,47.1675,50.2469,0.274289,0.195614,0.25667,0.273427
0,0,33.6369,33.0078,33.8164,32.0624,0.253818,0.249072,0.255173,0.241937
0,0,23.3971,35.1236,34.2875,35.2206,0.182748,0.274342,0.267811,0.275099
0,0,21.7838,52.4433,32.5273,31.6762,0.157363,0.378842,0.234972,0.228824
0,0,23.1978,23.0957,48.3837,14.9024,0.211698,0.210766,0.441539,0.135996
0,0,39.8817,37.9636,24.0766,37.4391,0.286175,0.272412,0.172764,0.268648
0,0,29.0091,27.1207,22.8352,9.19862,0.329037,0.307618,0.25901,0.104336
0,0,22.5672,32.6212,30.3112,53.0041,0.162936,0.235526,0.218848,0.382691
0,0,12.6342,32.014,26.1399,52.81,0.10222,0.259017,0.211491,0.427272
0,0,37.5641,31.3149,31.1318,27.8445,0.293801,0.244925,0.243492,0.217782
0,0,31.9897,33.7269,39.5516,43.5312,0.214986,0.22666,0.265805,0.29255
0,0,34.6888,46.9905,29.4144,38.5927,0.231743,0.313926,0.196507,0.257824
0,0,44.3245,48.9053,26.0535,44.787,0.270156,0.298075,0.158795,0.272974
0,0,37.7789,27.4735,22.0147,28.8319,0.325403,0.236639,0.18962,0.248339
0,0,44.8646,38.0308,48.4417,20.1481,0.296165,0.251053,0.319779,0.133004
0,0,37.2041,33.2164,38.6822,31.6808,0.264265,0.23594,0.274763,0.225032
0,0,30.5047,50.0734,35.8203,34.584,0.202041,0.331651,0.237248,0.22906
0,0,46.1332,44.2066,38.0709,20.9466,0.308878,0.295978,0.254898,0.140245
0,0,31.8893,28.8797,35.3399,53.5081,0.213139,0.193024,0.236203,0.357634
0,0,34.0723,30.2636,18.2788,43.3829,0.27042,0.240192,0.145073,0.344315
0,0,15.0462,39.5796,24.7636,15.6951,0.15824,0.416257,0.260438,0.165065
0,0,28.7358,33.8405,43.5853,29.0404,0.21254,0.250296,0.322372,0.214793
0,0,12.8549,33.1405,31.8911,27.6409,0.121816,0.314046,0.302207,0.261931
0,0,43.0957,19.3813,31.3911,47.6095,0.304612,0.136992,0.22188,0.336516
0,0,46.1778,38.7235,25.9169,34.8065,0.317101,0.265913,0.17797,0.239015
0,0,20.7526,49.1024,32.6924,24.6044,0.163211,0.386172,0.257113,0.193504
0,0,17.5203,22.6421,30.6506,36.9589,0.162569,0.210092,0.284402,0.342937
0,0,46.2832,31.8146,10.0567,30.0952,0.391402,0.269046,0.0850464,0.254506
0,0,32.336,57.3935,33.4559,31.8351,0.208592,0.370232,0.215816,0.20536
0,0,44.1589,32.4687,31.8092,26.7007,0.32677,0.240264,0.235384,0.197582
0,0,43.1548,28.3951,41.4292,35.5135,0.290619,0.191222,0.278999,0.23916
0,0,30.9057,31.4023,43.0592,27.5675,0.232488,0.236223,0.323913,0.207376
0,0,31.7011,43.009,43.2154,37.386,0.204113,0.276921,0.278249,0.240716
0,0,44.3901,48.1018,27.9321,12.3795,0.334254,0.362203,0.210326,0.0932167
0,0,32.2555,53.5149,30.0505,48.5004,0.196295,0.325672,0.182877,0.295156
0,0,20.5808,15.4134,41.0156,55.218,0.155647,0.116567,0.310189,0.417598
0,0,34.1982,16.646,21.1803,35.117,0.319187,0.155364,0.197686,0.327763
0,0,27.5232,31.3565,48.643,12.9687,0.228425,0.260238,0.403705,0.107632
0,0,28.983,10.6616,38.0585,30.3375,0.268261,0.098681,0.352261,0.280797
0,0,32.6361,28.0647,26.5818,31.3498,0.275103,0.236569,0.224068,0.26426
0,0,18.6126,45.1764,30.0297,27.3812,0.153569,0.372743,0.24777,0.225918
0,0,28.2566,57.2472,35.5561,40.2046,0.175219,0.35499,0.220483,0.249309
0,0,28.4309,19.5798,32.5378,17.2705,0.290648,0.200163,0.332633,0.176556
0,0,39.734,44.9989,10.9922,34.6596,0.304744,0.345124,0.084306,0.265826
0,0,40.9711,45.4657,24.264,34.2168,0.28272,0.313735,0.167433,0.236112
0,0,35.7509,38.2783,28.0495,23.3631,0.285,0.305148,0.223606,0.186247
0,0,35.6323,37.2183,36.5038,22.5527,0.270132,0.282156,0.276739,0.170974
0,0,38.072,29.7744,47.1589,44.8731,0.238131,0.186232,0.294967,0.28067
0,0,38.6711,24.3328,35.1796,32.8671,0.295085,0.185674,0.268443,0.250797
0,0,18.9905,31.4749,37.0356,37.295,0.152172,0.252211,0.296769,0.298848
0,0,54.2496,35.9431,48.4952,38.9852,0.305334,0.202299,0.272946,0.219421
0,0,42.7524,26.6028,37.9668,33.0355,0.304596,0.189536,0.270501,0.235367
0,0,23.4593,42.7071,43.4158,33.4931,0.163965,0.298494,0.303447,0.234094
0,0,22.3594,56.2661,36.9146,45.9076,0.138493,0.34851,0.228648,0.28435
0,0,43.6986,44.9885,24.8659,42.8163,0.279458,0.287707,0.15902,0.273815
0,0,51.519,56.6074,46.8619,40.4625,0.263591,0.289625,0.239763,0.207021
0,0,26.5697,35.0581,25.6988,37.3772,0.213062,0.281131,0.206079,0.299728
0,0,45.2119,24.999,34.6529,40.8337,0.310313,0.171582,0.237842,0.280263
0,0,47.4656,46.343,30.3655,14.1429,0.343165,0.335049,0.219535,0.10225
0,0,24.0439,39.2776,28.6875,31.4031,0.194826,0.318264,0.232453,0.254457
0,0,40.905,31.1668,37.1699,38.9787,0.275974,0.210273,0.250774,0.262978
0,0,48.177,47.7417,35.0007,40.4733,0.281091,0.278551,0.204213,0.236144
0,0,48.0227,38.8875,31.9776,35.7161,0.310618,0.25153,0.206836,0.231017
0,0,34.2315,42.373,47.2435,31.1531,0.220847,0.273372,0.304795,0.200986
0,0,27.4203,20.5877,37.1825,35.3854,0.227411,0.170745,0.308374,0.29347
0,0,37.8752,27.2868,43.4434,36.83,0.260426,0.187621,0.298713,0.25324
0,0,45.0689,34.5006,35.6523,17.0843,0.340641,0.260764,0.269468,0.129127
0,0,38.114,41.5977,19.6573,37.7928,0.277876,0.303274,0.143315,0.275535
